Domain,Phylum,Class,Order,Family,Genus,Species,OTU
Bacteria,Gammaproteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Steroidobacter,uncultured gamma proteobacterium,FJ535077.1.1465
Bacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudohongiella,uncultured bacterium,KF911202.1.1462
Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unc_Alcaligenaceae,uncultured bacterium,LN560762.1.1365
Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans subsp. xylosoxidans,FN563268.1.1434
Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unc_Alcaligenaceae,uncultured bacterium,GQ140334.1.1478
Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unc_Alcaligenaceae,uncultured bacterium,HK555664.1.1292
Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unc_Alcaligenaceae,uncultured bacterium,FJ950599.1.1456
Bacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,uncultured,unc_Myxococcales,uncultured bacterium,New.ReferenceOTU758
Bacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,uncultured bacterium,New.ReferenceOTU1040
Bacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,uncultured Myxococcus sp.,New.ReferenceOTU301
